case_id,kn,surface_id,s_over_Lw,x_m,y_m,records,cp_dsmc,cp_dsmc_sem,cp_s3,cp_full_control,cf_dsmc,cf_dsmc_sem,cf_s3,cf_full_control
ISO_Ma6_Kn0p8,0.8,1009,0.4801426102528495,0.2295,0.0285,11190,1.0651175258900882,0.007547799011025067,1.0646356786765048,1.0655697795687842,0.22165766509801088,0.005306069028277582,0.22771155685516606,0.22243543019492415
ISO_Ma6_Kn0p8,0.8,1010,0.4972913872076542,0.22983350000000002,0.0295,11025,1.078851656720508,0.004794100148713657,1.0822613192875121,1.0795193196760198,0.2472059526495764,0.00269570372588158,0.24694708542364516,0.24700388301652465
ISO_Ma6_Kn0p8,0.8,1011,0.5027086127923464,0.2301665,0.0295,266,-0.02033747215795766,0.0008130991467499937,-0.02040970519647943,-0.020330483776662057,-0.0002451056604876302,0.00045174632039141294,-0.00043315199516042976,-0.0002413412605616218
ISO_Ma6_Kn0p8,0.8,1012,0.5198573897471511,0.2305,0.0285,228,-0.02182009742623591,0.0005733723870960873,-0.021767625380250715,-0.02181390553501399,0.00010571034765719425,0.00041274183151878877,-7.125231788239258e-05,9.886617774618295e-05
ISO_Ma6_Kn0p8,0.8,1013,0.5370061667019558,0.23083350000000002,0.0275,233,-0.021403514319921334,0.00039318802058241234,-0.02153638644518589,-0.021396724518673645,-0.0014534026357208752,0.00046894056677859773,-0.0014844227841541474,-0.0014506002900591844
ISO_Ma6_Kn0p8,0.8,1014,0.5541523720476846,0.2311665,0.0265,220,-0.022041802648148222,0.0006667080251287777,-0.022039523336470124,-0.02203565848067334,-0.0004370671683660435,0.0006519725728307028,-0.0008375378174290418,-0.0004339155045266097
ISO_Ma6_Kn0p8,0.8,1015,0.5713011490024893,0.2315,0.025500000000000002,267,-0.019492202857979715,0.0005035515951489312,-0.019751902884275634,-0.019485343790502943,-0.000871555943052656,0.0006889312151973898,-0.0010842900696695803,-0.0008803169085160876
ISO_Ma6_Kn0p8,0.8,1016,0.5884499259572941,0.23183350000000003,0.0245,252,-0.02070532626433594,0.0007907435031155988,-0.02068138493029236,-0.020698202347758907,-0.0013402282491520225,0.0005411001942030223,-0.0011546868766132551,-0.0013371566222428748
ISO_Ma6_Kn0p8,0.8,1017,0.6055961313030228,0.2321665,0.0235,234,-0.020756224906868674,0.0007025418562412889,-0.020915139588562292,-0.020749120411638584,-0.0013356318623417094,0.0006534894804367264,-0.0016313493741498166,-0.001332575831994962
ISO_Ma6_Kn0p8,0.8,1018,0.6227449082578276,0.2325,0.0225,270,-0.020171869788860083,0.0007292506842644864,-0.02009066010012981,-0.02016584418106605,-0.0016570717828217302,0.0006359972070004452,-0.0016109938118594202,-0.0016658469170004765
ISO_Ma6_Kn0p8,0.8,1019,0.6398936852126322,0.23283350000000003,0.0215,274,-0.018851205408456733,0.0004797214842954607,-0.019078438176861147,-0.018843143478812063,-0.0011000548893867824,0.0005329059487123117,-0.001371065911395144,-0.0010963006667447123
ISO_Ma6_Kn0p8,0.8,1020,0.6570398905583611,0.2331665,0.0205,277,-0.01858561769905666,0.0012635189251326072,-0.01881294482349662,-0.018577390451795968,-0.0012002312276347383,0.0005000112862652206,-0.0009479570478976896,-0.0011964497399045578
ISO_Ma6_Kn0p8,0.8,1021,0.6741886675131658,0.2335,0.0195,279,-0.018285468169485168,0.0009433622325476353,-0.01855233682808615,-0.018278080162041247,-0.0010581300412413623,0.0006479677514854567,-0.0007137292288288006,-0.001067713682465855
ISO_Ma6_Kn0p8,0.8,1022,0.6913374444679705,0.23383350000000003,0.0185,328,-0.016544714071219484,0.0012066935071345134,-0.016095499925380924,-0.01653564951297276,-0.00032979679392563567,0.0004681515414569405,-0.000690481324653202,-0.0003249360013443314
ISO_Ma6_Kn0p8,0.8,1023,0.7084836498136993,0.2341665,0.0175,290,-0.018114479809239404,0.00012565832556761424,-0.018219541651009512,-0.018106300481378776,-0.00016622489030041214,0.0008401591220917169,-0.00014091766896914704,-0.00016174985523604402
ISO_Ma6_Kn0p8,0.8,1024,0.7256324267685039,0.2345,0.0165,306,-0.017543749460346574,0.0003983021576913781,-0.01773305680035035,-0.01753609734615357,-0.0013262000729263885,0.00040714928931106554,-0.001024141790201653,-0.0013363745668211985
ISO_Ma6_Kn0p8,0.8,1025,0.7427812037233085,0.23483349999999997,0.0155,306,-0.01746118576370361,0.0005575481389553221,-0.017156687614392076,-0.017452124955478647,-0.0020010157365173394,0.0006649535031855484,-0.002020734691604466,-0.001997324663399232
ISO_Ma6_Kn0p8,0.8,1026,0.7599274090690377,0.2351665,0.014499999999999999,292,-0.01874207531780518,0.0005605891709096013,-0.018538168631554938,-0.018733892813173694,-0.001343979794947438,0.0004739101796213769,-0.001328594347935409,-0.0013403214752398084
ISO_Ma6_Kn0p8,0.8,1027,0.7770761860238422,0.2355,0.0135,322,-0.016280348984742003,0.0011029667715985575,-0.01606678939403668,-0.016270821147218537,0.0007555057701133943,0.000824845850268062,3.047329698653607e-05,0.0007456844422321098
ISO_Ma6_Kn0p8,0.8,1028,0.7942249629786469,0.23583349999999997,0.0125,335,-0.015490238449854398,0.001124482277772944,-0.01530290949520803,-0.015480500174779241,-0.0008303313551001768,0.0005595642389326363,-0.0007281323405398962,-0.0008254218442536283
ISO_Ma6_Kn0p8,0.8,1029,0.811371168324376,0.2361665,0.0115,314,-0.016578032744822134,0.0009879391326338613,-0.016417175524335158,-0.016568664051056236,-0.0013704603807326772,0.0007817544911236208,-0.0013991356079262308,-0.0013661664968135636
ISO_Ma6_Kn0p8,0.8,1030,0.8285199452791806,0.2365,0.010499999999999999,319,-0.017099995978435756,0.0013829737734231324,-0.016580016106905793,-0.017091709485587483,-0.000628773688814216,0.0012506700625406918,-0.0008027123842647259,-0.0006388432472993448
